gene,log2FoldChange
MYCBP2-AS1,-2.466362015
SEMA6C,-2.466155319
FAM228A,-2.465883711
AC108938.5,-2.465625959
ZNF689,-2.465549508
SIGLEC16,-2.465526216
RP11-274B21.2,-2.465456066
RP11-178H8.7,-2.463980405
RP11-80H8.4,-2.463020155
RIMBP2,-2.462605087
SLC7A2,-2.461845364
POLN,-2.461135205
RP11-45A17.4,-2.4610733
RPL23AP64,-2.460708663
ABCC2,-2.46037204
HBA2,-2.460331764
C1QTNF3,-2.458732093
RP1-140K8.5,-2.45777524
PDE9A,-2.456911342
AC131097.4,-2.456791178
PPP1R2,-2.456655419
CCDC6,-2.45665299
PYROXD2,-2.456321122
C1orf198,-2.455673362
EPS15,-2.454608851
RBM6,-2.452049331
WBP1L,-2.451890703
PRPS1P2,-2.450919506
D2HGDH,-2.450763073
SIPA1L2,-2.450152552
RPL36AP43,-2.449952289
PAPPA-AS1,-2.449705604
HERPUD2,-2.449557302
RP11-497H16.5,-2.449366416
RP11-340I6.6,-2.448981572
CYP2B7P,-2.448794098
AC002310.14,-2.448389228
HLX,-2.448068696
AC096574.5,-2.447795914
AC024560.3,-2.447637497
CHMP1B,-2.447613218
ZNF638-IT1,-2.447182953
HIAT1,-2.446899272
NEK10,-2.446604645
RP11-390E23.6,-2.445142468
RP11-548H3.1,-2.44481889
PIK3R6,-2.44478252
NRDE2,-2.444539302
MIPOL1,-2.444172775
NT5M,-2.443740523
CCDC74B,-2.442057826
KCNT1,-2.441117013
DBT,-2.440041646
RIN3,-2.43885228
EXD2,-2.438592441
RP11-707G18.1,-2.436440673
DPH3,-2.436233421
RP1-170O19.23,-2.435906922
RP11-274B21.1,-2.435810338
RNF41,-2.435282198
CD200R1,-2.433906716
SLC43A3,-2.433734001
CTD-2666L21.1,-2.433584171
PTGER2,-2.433458121
RP11-188P20.3,-2.432771075
ATXN2,-2.431552971
ATP1B3-AS1,-2.431045932
RP11-553K23.2,-2.430305618
RP11-35O15.2,-2.430086744
SNAPC5,-2.429451702
GABPB2,-2.429266836
RP5-1042K10.14,-2.429127439
ARL14,-2.428811039
TCTEX1D4,-2.428407109
ZNF287,-2.428395499
RPS20P14,-2.427256477
EMP3,-2.425809183
RP1-182O16.2,-2.425305784
FLJ46284,-2.424679294
USP27X-AS1,-2.423443542
NUBPL,-2.423259978
NLRC3,-2.422897125
SYT4,-2.422607607
SMCR8,-2.422439188
SGCZ,-2.421260926
GZMM,-2.420592382
TMEM92-AS1,-2.420580103
ZCCHC11,-2.4205179
C22orf46,-2.41916332
GPRC5B,-2.418634347
RASSF5,-2.418291225
CTD-2562J17.6,-2.417697553
RP11-4B16.1,-2.417376704
AXIN2,-2.417358492
RP11-673E1.1,-2.415071861
HNRNPH1P1,-2.414366188
RP5-855D21.3,-2.413851057
MYL2,-2.413785383
ZNF470,-2.412662266
HMG20A,-2.412276015
FOXF2,-2.41017367
KIF27,-2.409686023
TGM3,-2.409150361
ELL2P1,-2.408382254
IDE,-2.407979866
SUCLG2P2,-2.407677488
KRT8P26,-2.406967039
LINC01088,-2.406735728
CTD-2006K23.1,-2.406644735
DNAJC25,-2.406394088
UBE2G1,-2.404992661
ZNF585B,-2.404437065
SMG1P4,-2.404324403
ESAM,-2.403971551
ACKR3,-2.403843669
LIMCH1,-2.403774594
NUPR1,-2.401961753
WDR81,-2.401445252
TM6SF1,-2.401254947
RP11-392P7.1,-2.400173239
MIB1,-2.399799316
PTP4A3,-2.399638854
AIM1,-2.399313914
RBP5,-2.399084755
SERTAD4-AS1,-2.398754454
A4GALT,-2.398748474
NAMPTP1,-2.398142125
IGHA1,-2.397697581
R3HCC1,-2.397653038
SNRPGP15,-2.39635652
CLEC4M,-2.395469497
XXbac-BPG154L12.4,-2.394404292
RP11-392O17.1,-2.394074932
RP3-333H23.9,-2.393996952
RP11-876N24.4,-2.39361992
SH3GL3,-2.392874365
RPL23AP7,-2.392412526
HCG4P3,-2.391546574
RHOBTB1,-2.39148943
RP1-199J3.6,-2.391290642
OR51E2,-2.390635913
AC034220.3,-2.390538876
TNRC6A,-2.390241355
XXbac-BPG32J3.19,-2.390115257
ENTPD5,-2.389837314
RP3-388M5.9,-2.389654801
BTBD1,-2.388515632
RP11-849N15.3,-2.388146691
CYP2E1,-2.387572942
PGGT1B,-2.386983363
RP11-330H6.5,-2.386461933
FKRP,-2.386081005
RABL3,-2.385590086
CDK5RAP2,-2.385101194
LMAN1L,-2.385098953
LINC01024,-2.385086276
GLI3,-2.38372236
TCEANC,-2.382198442
ACVR2A,-2.381949938
RAET1E,-2.380734433
AC000120.7,-2.380492903
PTP4A1,-2.380486565
TMEM196,-2.380166189
GP1BA,-2.379808069
RP11-162A12.4,-2.379704632
ARHGAP21,-2.379691674
CH17-437K3.1,-2.37871475
XXbac-BPG181B23.7,-2.37816297
SEPSECS,-2.378066181
DCAF10,-2.377681844
YAF2,-2.377525112
RP11-92K2.2,-2.377315701
MOXD1,-2.376560856
RP11-78J21.7,-2.375976697
C17orf85,-2.373547423
AK4P1,-2.373053864
PSIP1,-2.372974367
TPT1,-2.37293588
RP11-216L13.16,-2.372393061
SNAPC3,-2.371722196
RP11-33B1.1,-2.371718199
RP11-290F5.2,-2.371699738
ADAM22,-2.371091916
RP13-270P17.2,-2.370316318
EVI5,-2.370222825
ZIM2,-2.370177537
ZBTB44,-2.369519389
NPAS3,-2.369444084
CCDC88A,-2.368228608
CLN5,-2.367306109
RP11-33E12.2,-2.367225239
TSPY26P,-2.366557734
RRM2P3,-2.366452687
AF011889.2,-2.366294993
LTN1,-2.365487269
KBTBD12,-2.365359109
HIP1,-2.364413011
NAP1L1P1,-2.363930448
KCND1,-2.363333563
METTL15,-2.362425165
PARVB,-2.361957455
TBXA2R,-2.360549653
PCNXL2,-2.360310229
RP11-392O17.2,-2.360073517
EEF1A1P16,-2.358953771
CALM2,-2.35887538
CCDC7,-2.358794238
RP11-98J23.1,-2.358404564
INSR,-2.358294132
RP13-20L14.10,-2.358055187
AC079922.3,-2.357974718
UMAD1,-2.357037215
PAPD4,-2.3557605
KIAA1147,-2.355351243
HBA1,-2.354813932
TNXA,-2.354302155
NFYC-AS1,-2.353579457
KIAA2018,-2.352882967
ALOX15B,-2.351999259
SCNN1D,-2.350401209
BIRC6,-2.350097403
C2orf74,-2.347987819
HSPB3,-2.347905094
CNN3,-2.347652413
RP11-131M11.3,-2.347402973
STMN4,-2.34579516
AP000255.6,-2.345439183
NMRK1,-2.345399919
HCG20,-2.344912082
AC021218.2,-2.343738167
FBXL4,-2.342824459
CTA-414D7.1,-2.342320931
RP11-176H8.1,-2.342093144
MIA3,-2.341253417
CTD-2553L13.9,-2.339110003
ALDH1A3,-2.339008259
STXBP5,-2.338880197
PDE4A,-2.337885182
HMGN5,-2.337597247
PPP1R3C,-2.337035809
ZNF385B,-2.336851656
ZNF502,-2.3367631
HS3ST4,-2.335994903
B4GALT5,-2.334316051
IVL,-2.334008573
RP11-797A18.5,-2.333868183
GUSBP2,-2.333519435
FAM198A,-2.333108777
STK39,-2.332800354
CTD-3128G10.6,-2.332365865
CTB-131B5.5,-2.331987837
RP11-9G1.3,-2.330952317
ZADH2,-2.329667395
C16orf62,-2.329653839
RP11-20I23.5,-2.329514333
IFITM2,-2.329019938
RP11-394I13.1,-2.328135883
CNTF,-2.327903184
FAM161B,-2.327881868
LIG4,-2.326834135
RP11-566K19.6,-2.324983221
DAPK3,-2.322601121
LIN52,-2.322578395
RP11-462D18.4,-2.321899985
GOLGA6L9,-2.32163661
RP11-1376P16.2,-2.320778409
PPT2-EGFL8,-2.320629208
RP11-1246C19.1,-2.319879001
C11orf30,-2.319611203
IL18RAP,-2.319505924
SULT1A4,-2.319175505
LINC00235,-2.318454056
CTC-308K20.1,-2.31698108
APPL1,-2.316127942
PLVAP,-2.316038402
FA2H,-2.314476679
IL10RA,-2.313646058
CD6,-2.312669159
NEK6,-2.312481738
C16orf46,-2.312264004
SNHG22,-2.31156471
GALNT9,-2.309882553
ASIP,-2.309591808
RBM22P2,-2.309404121
CXCR1,-2.308039951
RP11-497H16.9,-2.307605967
RP11-544O24.2,-2.307064672
FAR1,-2.306877306
AC093609.1,-2.306767829
MCHR1,-2.306624303
AHSA2,-2.306347957
UNC5B,-2.306136343
RP11-380B4.3,-2.305574473
INPP1,-2.305563221
SIN3B,-2.305037964
CPNE5,-2.303813055
EFCAB13,-2.303483499
AC020951.1,-2.302661021
GIMAP4,-2.302448264
ANKMY1,-2.301854987
SUSD5,-2.30085462
EXTL3,-2.300732856
RP11-706P11.2,-2.300090662
BTF3,-2.299846501
FCER2,-2.297811455
LRRN2,-2.297753125
MAEL,-2.297390265
RAB29,-2.29562429
PNN,-2.295051288
VSIG4,-2.294283957
TBC1D13,-2.293494823
SPATA22,-2.293014661
SRSF12,-2.292974325
RP11-146D12.2,-2.292500995
HEG1,-2.291271996
SFRP2,-2.290841807
RP5-1042K10.13,-2.290788898
LRRC37A,-2.290721136
RGS9BP,-2.290564284
LINC00880,-2.290094872
PTGES3P2,-2.289896144
RP11-497E19.1,-2.289590602
BMP2,-2.288999628
RAB2B,-2.288745218
RP11-685M7.3,-2.288520245
CBX3P2,-2.286801343
RP11-1008C21.2,-2.285644679
CDV3,-2.284109745
FMNL2,-2.283892513
SCRN1,-2.283814797
RP11-230C9.2,-2.283177599
WRN,-2.282924843
LL22NC03-2H8.4,-2.282497366
RP11-124N14.3,-2.281604462
LRIG3,-2.281477974
NHS,-2.281223547
NDUFA10,-2.280289495
RP11-151F5.2,-2.280108573
RP11-162A12.2,-2.279345605
ADAMTSL4-AS1,-2.279181732
CNPPD1,-2.278946319
KIAA1551,-2.278662869
FGFRL1,-2.277624815
RP11-53B2.2,-2.276357526
PNPLA2,-2.276344396
LL0XNC01-7P3.1,-2.275296463
CTD-2083E4.4,-2.275120573
CTD-2353F22.2,-2.2750811
GTF2H2C,-2.274746809
TDGF1,-2.274260039
NRN1L,-2.272647859
RPL7P18,-2.271949683
CPSF7,-2.270753796
RP11-284M14.1,-2.270733477
CDH11,-2.270057416
RP11-544L8__B.4,-2.269845833
CTB-186H2.3,-2.269838262
NPIPB9,-2.268930696
ELF1,-2.26877678
TYW1B,-2.26855926
SESN3,-2.26781214
USH2A,-2.267645618
CTRC,-2.266768924
AK9,-2.266725685
SP2,-2.265656044
AAMDC,-2.265577874
ETF1P2,-2.265469539
FUT10,-2.264858031
IMPG1,-2.264443352
AIF1L,-2.26355336
EP400,-2.263340109
PRPF4B,-2.262950285
TDRP,-2.260397316
FBXO10,-2.260364684
NFU1,-2.260133495
ISL1,-2.26008095
RNF185-AS1,-2.259038895
NAPSB,-2.256673244
RP11-517P14.7,-2.255749664
NDUFS4,-2.255214223
DCAF6,-2.255178596
DOC2B,-2.254633608
CTD-2619J13.17,-2.254012556
FAM73B,-2.253461429
REEP3,-2.252518418
MBP,-2.251058068
LPIN2,-2.251019376
RP11-386I23.1,-2.250661875
HOXA3,-2.250208834
AC092835.2,-2.249811429
CTC-378H22.2,-2.249753449
RP11-442N24__B.1,-2.249731879
SPSB1,-2.249531627
LLNLR-304G9.1,-2.249337352
DNALI1,-2.248707304
DUSP28,-2.248216725
RP4-669P10.20,-2.246573828
DNAJC6,-2.246417354
RP3-425P12.4,-2.246181675
RP1-225E12.2,-2.245020521
GRIN2A,-2.243103482
LINC01013,-2.243012125
AC087380.14,-2.242613977
VASH1,-2.241597625
RARRES2,-2.240565173
CDHR4,-2.240443846
TPM4,-2.240222684
CTC-436P18.5,-2.239432081
CMYA5,-2.239320421
SLC46A3,-2.238371238
LINC00565,-2.23797552
AGBL3,-2.237748166
ZNF345,-2.237572803
TCAF1P1,-2.237434772
RP11-552F3.4,-2.237268101
C1QL3,-2.236963902
FAM177B,-2.236375578
C1RL-AS1,-2.236187077
RICTOR,-2.235738031
GOLGA6A,-2.235046899
HCP5B,-2.234611608
BPI,-2.233782669
ATP5A1,-2.231660176
AC073063.10,-2.231130021
NEIL2,-2.22991721
CD28,-2.229222961
SIAH2-AS1,-2.229208204
ZNF24,-2.2291236
UAP1,-2.228614451
PLEKHG3,-2.228164564
IMPG2,-2.227758788
CEP164,-2.227228264
STAG1,-2.226548942
BAZ2A,-2.226421502
MDS2,-2.226090662
AP5M1,-2.225780072
RP11-644F5.11,-2.225139847
ECI2,-2.224645218
STARD4-AS1,-2.22457475
SMIM10L2A,-2.223512336
SNAI3-AS1,-2.22338775
PLEKHG2,-2.222749494
VAPB,-2.222667705
LSS,-2.222551162
GNE,-2.222107613
EFCAB7,-2.220645208
CLEC4GP1,-2.220535265
RPS4X,-2.219869967
RBM27,-2.219452832
POLDIP3,-2.219280752
LRP3,-2.218306279
AP001055.6,-2.217325054
ZNF326,-2.217093734
RP11-160E2.11,-2.216910985
FLJ38576,-2.216609655
ATF4P4,-2.216018763
RP11-620J15.3,-2.215685866
ADCY6,-2.213927832
OTUD3,-2.213757603
ACTR1B,-2.213585009
TRAPPC3L,-2.212869496
RP11-403A3.3,-2.21273182
ANKRD11,-2.210786955
RP11-340F14.6,-2.210317497
SLC25A20,-2.21008031
ARL6IP5,-2.209057912
NPIPB4,-2.208048638
MAP1LC3A,-2.207040729
DENND1A,-2.206601832
EPM2AIP1,-2.206007483
THOC5,-2.206006018
NR2F2,-2.205922963
TTLL7-IT1,-2.205762859
ANAPC4,-2.205331497
DOCK7,-2.205213834
APIP,-2.205154688
KLB,-2.204813413
AP006621.8,-2.204506073
THRB,-2.203040072
RP11-15A1.4,-2.202962688
CRTAC1,-2.202677216
EFCAB14,-2.2019412
HHATL,-2.201939621
RP11-326I19.2,-2.201727882
FNBP1P1,-2.200145909
IPO5,-2.199807027
AP000350.5,-2.19824744
RBM12,-2.198059932
WSCD1,-2.197427149
KB-1460A1.5,-2.197227215
GAPT,-2.197170424
RP11-536O18.1,-2.196741986
RPL7P1,-2.196666917
HOXA10,-2.196497036
NR1D2,-2.196051544
FTLP3,-2.19401234
AC009950.2,-2.19277957
TAS2R14,-2.192742507
PHOSPHO1,-2.192282971
ALDH4A1,-2.192172207
OCLM,-2.191388057
FTH1P11,-2.191099807
CTD-2314G24.2,-2.190624039
MEG8,-2.188851537
ZAP70,-2.18873969
PRAC1,-2.187513995
EHD3,-2.187355997
TTC3,-2.186875999
ZNF542P,-2.186705515
GLDN,-2.18637614
SMAD2,-2.185324106
GBAS,-2.182830866
GGTA2P,-2.182441116
RP11-1114A5.4,-2.182150259
RP11-303E16.5,-2.182028976
LINC01235,-2.181187096
RP11-800A18.3,-2.180524586
ZDHHC14,-2.180439613
SGMS1,-2.178623384
MTND6P4,-2.178506418
PHAX,-2.178343231
RP11-517I3.2,-2.178106974
MEIS3,-2.177561082
ADGRG3,-2.177359976
DDX26B,-2.177312168
CDC42EP4,-2.176766476
BLK,-2.176752208
ACBD4,-2.176170343
MAATS1,-2.176106242
RP11-1099M24.6,-2.176033449
NPIPB7,-2.17585963
FAM86B3P,-2.175282134
ARPP19,-2.175179857
SDK1,-2.17507409
RP11-80H5.9,-2.175032039
TK2,-2.17465748
PLD4,-2.17418702
SETP17,-2.173885099
CXorf65,-2.173343791
SLC6A1,-2.172869702
CASR,-2.172122625
RP5-994D16.9,-2.171479238
TCEA3,-2.168820399
GSE1,-2.168232227
RP11-257O5.2,-2.167754552
FAM63A,-2.167581939
ZNF727,-2.167377947
C9orf147,-2.166662153
ZC2HC1A,-2.166366858
CD5,-2.165748247
KRBOX4,-2.165722852
ZNF157,-2.16293023
CH17-264L24.1,-2.162552892
WASF4P,-2.16244431
RP11-1060G2.2,-2.161594273
FAM178A,-2.16140759
FAM45B,-2.160738331
RP11-5A19.5,-2.160487806
RP11-160E2.19,-2.159995228
UBE2E2,-2.159795172
CIDEB,-2.15916295
TUBB1,-2.15889823
SPATA6L,-2.158722248
RP11-78O7.2,-2.15826975
RP13-516M14.10,-2.158035705
RP11-514P8.6,-2.156722007
OXCT1,-2.15649402
HSF5,-2.156474684
FAM221B,-2.155852727
PCDHGC4,-2.154904873
RP11-473O4.5,-2.154597548
LINC01550,-2.154058146
GFPT2,-2.153456656
C9orf139,-2.152589215
CHMP1B2P,-2.149912234
LAMB1,-2.149160698
RP4-740C4.5,-2.148466059
RP11-839D17.3,-2.148066579
MAML1,-2.147124816
MAOA,-2.146715671
HSF2,-2.146637542
FXR2,-2.146403294
AP1S3,-2.145611454
TWIST1,-2.145135701
AC010468.1,-2.144635344
RYBP,-2.143970905
SNRPN,-2.143658686
RP3-508I15.19,-2.143206991
CTD-2368P22.1,-2.143136562
RP11-197N18.8,-2.142882056
PCNXL4,-2.142766605
RP11-520H14.7,-2.142584128
ATP2B3,-2.140336269
CLCC1,-2.140050252
GPHN,-2.139863365
SRSF8,-2.139788598
RP11-613M5.2,-2.139089374
CTD-2651B20.7,-2.138781552
FGF18,-2.137507584
RP11-114G11.5,-2.137363503
GMDS-AS1,-2.137020392
ZNF862,-2.136910726
HVCN1,-2.136888156
RNPS1P1,-2.136642964
RP11-265E18.1,-2.136271369
EGFL8,-2.13563933
ALDH1L2,-2.135496934
INSC,-2.134329464
NPIPB5,-2.132949712
RP4-734P14.4,-2.132679685
ATP10D,-2.132284805
TCEAL5,-2.130903008
PLCE1,-2.130595443
ZFHX3,-2.130579762
KLHL18,-2.129433291
HPS1,-2.12916013
AC005682.5,-2.128545188
TMEM167B,-2.128477062
C16orf72,-2.12832841
NOP9,-2.12831873
TLR3,-2.12746772
PPIL4,-2.127003895
CACNA2D2,-2.126821921
FAM107B,-2.126494455
CTA-212A2.1,-2.124652677
CAMSAP1,-2.124386981
RP11-536C12.1,-2.124102109
DDO,-2.124065708
DIP2A,-2.123386617
RP11-73M18.7,-2.12319037
TP53BP2,-2.1227166
MPO,-2.122165449
RP11-932O9.8,-2.122097052
KHDRBS3,-2.121739287
ISPD,-2.121721215
ARMCX2,-2.121155046
NR2C2,-2.121153057
RP11-572M11.4,-2.12113665
SLC25A5-AS1,-2.120242564
PANK3,-2.119291829
OGT,-2.119237964
RP11-368N21.5,-2.119099448
PLCD3,-2.117625324
HNRNPA1P14,-2.116705062
UBE2J1,-2.115695193
RP11-887P2.3,-2.115294653
SERTAD3,-2.115173626
RP11-1415C14.3,-2.1141884
RP11-809C18.3,-2.11388565
TLCD2,-2.113857683
CCDC183-AS1,-2.113642415
RP11-727A23.4,-2.113588466
RP1-137D17.1,-2.113202665
MED7,-2.112592409
KLHL2,-2.112432885
SERPINB2,-2.111616582
COMMD10,-2.109806039
RP11-51J9.6,-2.109702134
MXD1,-2.109505921
RP11-514P8.7,-2.109009138
AMER1,-2.10863029
RP11-570L14.2,-2.107944555
ZNF134,-2.107655808
RP4-756H11.5,-2.106742775
RP11-640N20.4,-2.106741143
SLC7A14,-2.106300591
BANK1,-2.106082301
FRMD1,-2.105655004
ZNF17,-2.10538334
C1RL,-2.105339849
RIMS2,-2.10488344
N6AMT1,-2.104734994
SLC25A21-AS1,-2.104383725
FBXW7,-2.103466229
PPP6R2,-2.102243255
RP11-464C19.3,-2.102048118
METTL15P1,-2.101482427
RP11-524F11.1,-2.101471185
TBC1D10C,-2.1014218
HNRNPKP2,-2.101117446
CD33,-2.099825425
ARSJ,-2.099508451
B3GALT1,-2.099079476
BCL3,-2.097723427
UBE2FP1,-2.096861743
ZKSCAN7,-2.096436699
COX15,-2.095501573
RP1-265C24.8,-2.093973342
RP4-675C20.4,-2.093578936
TOX,-2.091738738
THRAP3,-2.090888386
LINC00923,-2.0901203
GLIS2,-2.089697423
ITM2B,-2.089159579
SH3GL2,-2.088638976
RP11-481J2.4,-2.088571541
RNF222,-2.08853269
DNAJC1,-2.088505219
ZDHHC21,-2.088141688
RP3-402G11.28,-2.087897822
MBIP,-2.087473716
U47924.6,-2.087394624
INE1,-2.086036082
MKNK1-AS1,-2.085915107
CXorf23,-2.085474895
HS3ST5,-2.085240424
ACTR10,-2.08495337
CPT1A,-2.084386192
RPL5P1,-2.08365627
RP11-169K17.3,-2.083029742
RP11-678G14.3,-2.082284081
MPEG1,-2.082035241
LPA,-2.081496094
RP1-142L7.9,-2.081252361
PDE11A,-2.081229004
ANKRD10-IT1,-2.0797456
SERHL,-2.079162708
RP11-661O13.1,-2.079077045
CYTH3,-2.078637204
AKAP9,-2.0773221
ZBED5,-2.077298125
FAM219A,-2.077289654
LINC00861,-2.077035201
ZRANB2-AS2,-2.075924303
FAM198B,-2.075567793
CYP19A1,-2.073809442
RBMXP4,-2.073659666
ZNF418,-2.073453071
RP11-317N8.4,-2.071603199
ZNF275,-2.070937991
DUOX1,-2.070413968
VPS52,-2.070011771
LINC01125,-2.069942248
FZD10-AS1,-2.069754163
MPP3,-2.069437092
RP11-290L1.4,-2.068989277
RP11-48B3.5,-2.068241305
RPL21P119,-2.067822768
MTSS1L,-2.066658303
PCDH19,-2.066615687
GTF2H1,-2.066608206
NWD2,-2.066552531
RP11-1134I14.8,-2.066134815
RP11-147L13.11,-2.0648228
HIBCH,-2.062540162
GOLGA8IP,-2.061791592
EEF1A1P13,-2.061230844
RP11-334J6.6,-2.061072397
RP11-57H12.5,-2.061001542
ECT2L,-2.060147965
FBF1,-2.060128275
ERGIC1,-2.060013197
ZNF274,-2.05908789
METTL7A,-2.058853137
MID1IP1,-2.057814402
WDR20,-2.057187817
FRG1B,-2.055240606
RP11-567F11.1,-2.054510091
LY9,-2.053655257
HYKK,-2.053604499
RPL5P3,-2.052922502
ETV3,-2.052581502
UTP3,-2.052302616
FAM127C,-2.052126446
RP11-261C10.5,-2.052076117
ANTXR1,-2.051973039
KB-68A7.1,-2.05124441
RPS15AP10,-2.050899576
CHD6,-2.050447549
RP11-325K4.2,-2.049983784
THNSL2,-2.049871642
MIMT1,-2.049801453
RPL32P29,-2.04883393
AADACL2,-2.048494133
AP000347.2,-2.04820794
LARS,-2.047925832
OVCH2,-2.046473114
RP11-203J24.8,-2.045615966
UCKL1-AS1,-2.045250848
RP11-1415C14.4,-2.045220264
ZNF804A,-2.043763348
NBPF8,-2.043693487
HEMGN,-2.04366143
EDAR,-2.041934263
GTF3C2-AS1,-2.041520325
RP11-400K9.4,-2.041198715
HOTTIP,-2.040830418
ASIC3,-2.040545459
RP11-252A24.3,-2.038971643
ST3GAL5,-2.038013942
HIGD1B,-2.037719625
RP11-5C23.1,-2.037428371
RP13-516M14.8,-2.037320388
SLC30A8,-2.036630036
CEP63,-2.036167167
RP11-447D11.3,-2.035845435
KIAA1107,-2.035299208
TOLLIP,-2.035171608
VWCE,-2.034107953
AGAP9,-2.033800158
CSNK1A1P1,-2.03369408
PLA2G6,-2.033148338
CTD-2600H12.2,-2.032966924
GALNT18,-2.032013196
AC068499.10,-2.030994895
ZC3H14,-2.029728867
RP11-177H2.1,-2.029581016
TMPRSS9,-2.029381728
ALKBH8,-2.029372528
MAMDC2-AS1,-2.028365273
DKFZP434I0714,-2.027453356
CLECL1,-2.027265849
RP11-733O18.1,-2.026580565
RP11-727A23.10,-2.025773756
C8orf89,-2.025390341
RP11-301M17.1,-2.025299248
C2orf73,-2.025165821
DLL1,-2.024375675
GRAPL,-2.0242447
PURB,-2.02302203
SEC14L1,-2.022353129
RP13-122B23.8,-2.02118734
AP000295.9,-2.019821554
RP11-455G16.1,-2.019058074
FLT3LG,-2.018888025
RP3-468K18.6,-2.018211756
SPATA7,-2.017916065
RP11-166O4.6,-2.017590152
TOMM7,-2.016288498
AKIRIN2,-2.012699235
DSTNP1,-2.012256762
SNURF,-2.012076474
LRRC75A,-2.011595718
AF064858.6,-2.011369184
TMEM181,-2.011158093
INTU,-2.011037776
AP000560.3,-2.01083829
ENTPD4,-2.010343928
CNTFR,-2.010280355
SMIM5,-2.01025181
ZNF417,-2.009429642
KCNA3,-2.008850652
SNX16,-2.007979743
KCTD11,-2.007949169
EIF4G2,-2.006515199
TMED10P2,-2.005945339
ANKRD20A5P,-2.005350108
NLRP3,-2.004294863
ZNF704,-2.003248996
ZNF318,-2.003094811
CYP1B1-AS1,-2.002082546
RP5-981O7.2,-2.001373656
ABCA3,-2.001036671
C2orf15,-1.999862039
RP11-365P13.5,-1.997853894
PPP1R9A,-1.99782647
RP11-180M15.6,-1.997806753
AK3P3,-1.997487704
ACACA,-1.997377127
DNAJC12,-1.99599655
PACRG,-1.994744252
KCTD6,-1.994462902
PHF7,-1.993838749
TTC7B,-1.992285652
RP11-75I2.3,-1.991881292
SLC25A41,-1.990061134
CCL21,-1.989861594
BHLHB9,-1.989155761
RP13-516M14.2,-1.988432283
MATN1-AS1,-1.988394931
RP11-111K18.2,-1.987727565
ABCA5,-1.987689277
RAB33A,-1.98708711
RP11-440I14.2,-1.986324463
FAM69B,-1.985873572
SOX13,-1.985692544
RPS12,-1.984317561
TMEM61,-1.982730935
HADHAP1,-1.981917291
RP11-284N8.3,-1.981871031
EIF3FP3,-1.981501476
EFHC1,-1.980521975
PARP6,-1.980472996
NR1H2,-1.980147028
RBM25,-1.979243481
AC074289.1,-1.979028776
SHISA7,-1.977896137
FBXL12,-1.977493681
ZNF384,-1.977010923
RP11-713N11.6,-1.975913228
RP11-22P6.2,-1.975440412
TMEM106B,-1.974799839
CALM3,-1.973962583
TRGV10,-1.973630123
SLC26A4-AS1,-1.973588593
ACVR2B-AS1,-1.973360084
FAM71F2,-1.973179045
TAS2R6P,-1.972759359
KDM3A,-1.972105653
CCDC171,-1.972102727
TRERF1,-1.971946617
TNPO1,-1.971905639
LURAP1L,-1.971078385
C5AR1,-1.970960219
ZNF667,-1.970486352
CAPN3,-1.969352906
RP11-429B14.4,-1.969275883
RP11-18H21.1,-1.96891273
KPNA6,-1.968715204
RBFOX1,-1.968411393
RP11-572M11.3,-1.968165235
LINC00892,-1.968060318
GLIS3,-1.968036176
SLC35E2,-1.967115289
KCTD17,-1.967007021
ATG16L2,-1.966816608
GDF1,-1.966249126
ATP5F1P5,-1.965219848
AC016738.4,-1.964337126
FAM13A,-1.963292537
HDAC9,-1.963140046
ASB14,-1.962221051
DOCK4,-1.961740936
DPY19L2P2,-1.96058704
HEPN1,-1.960318659
MYH7,-1.960010465
ANXA13,-1.959217149
GHITM,-1.959014082
MESDC1,-1.958696754
ZNF324,-1.95851939
RAPH1,-1.958036787
RP4-657E11.10,-1.958010923
RP1-317E23.3,-1.956736523
NUDT12,-1.956444321
RP11-752G15.8,-1.956134435
ARL5B,-1.956085064
RP1-283E3.4,-1.954952801
ANKRD24,-1.953802839
BRD8,-1.950543533
KLHL9,-1.949681504
PHF21B,-1.949282073
GALNT11,-1.9485119
MRC1,-1.948244495
ASXL2,-1.948036789
AGO1,-1.947686484
OSMR-AS1,-1.946395431
C1QL1,-1.946241212
LINC01091,-1.94514164
SPRY3,-1.943976588
DCC,-1.942362654
FRZB,-1.941378631
AC004987.9,-1.941122981
RPL21P28,-1.940824121
RP11-522I20.3,-1.940780978
RILPL2,-1.940685391
RP11-534L20.4,-1.9388237
AC074286.1,-1.936324972
ZNF160,-1.936047278
ATE1-AS1,-1.935156646
NRXN3,-1.934970801
PLGLB1,-1.934437334
ZBTB46,-1.934320105
AP001596.6,-1.933390351
ZNF32-AS2,-1.932958546
ARFGAP3,-1.931702421
ZEB1-AS1,-1.931104357
LA16c-385E7.1,-1.931054777
SACM1L,-1.930538032
RP3-455J7.4,-1.930397697
KCNJ12,-1.930202151
EMX2OS,-1.929771592
MIER3,-1.929735161
RP11-214K3.24,-1.92858106
RFXAP,-1.928561261
CUL1,-1.928268464
RP11-339B21.13,-1.928049784
TRAPPC13,-1.926871525
GRIA3,-1.926811435
ZMYM3,-1.926670357
CTD-2576F9.1,-1.92555497
BMP4,-1.924904298
WDR6,-1.924285182
COLCA2,-1.923136821
CTB-119C2.1,-1.922939452
CYP51A1-AS1,-1.920952478
NPEPPS,-1.920838148
